chr1	1	1000000	999999	1	1	0	0.0
chr1	1000000	2000000	1000000	1	2	0	0.0
chr1	2000000	3000000	1000000	1	3	0	0.0
chr1	3000000	4000000	1000000	1	4	367114	0.3671136328863671
chr1	4000000	5000000	1000000	1	5	399600	0.3995996004003996
chr1	5000000	6000000	1000000	1	6	395049	0.39504860495139504
chr1	6000000	7000000	1000000	1	7	394995	0.394994605005395
chr1	7000000	8000000	1000000	1	8	392176	0.3921756078243922
chr1	8000000	9000000	1000000	1	9	381764	0.3817636182363818
chr1	9000000	10000000	1000000	1	10	397171	0.39717060282939715
chr1	10000000	11000000	1000000	1	11	400778	0.4007775992224008
chr1	11000000	12000000	1000000	1	12	389398	0.3893976106023894
chr1	12000000	13000000	1000000	1	13	401789	0.4017885982114018
chr1	13000000	14000000	1000000	1	14	431885	0.4318845681154319
chr1	14000000	15000000	1000000	1	15	404016	0.404015595984404
chr1	15000000	16000000	1000000	1	16	403795	0.4037945962054038
chr1	16000000	17000000	1000000	1	17	418332	0.41833158166841833
chr1	17000000	18000000	1000000	1	18	387535	0.38753461246538756
chr1	18000000	19000000	1000000	1	19	382338	0.38233761766238233
chr1	19000000	20000000	1000000	1	20	389472	0.38947161052838947
chr1	20000000	21000000	1000000	1	21	405748	0.40574759425240575
chr1	21000000	22000000	1000000	1	22	410024	0.41002358997641003
chr1	22000000	23000000	1000000	1	23	390413	0.39041260958739044
chr1	23000000	24000000	1000000	1	24	405742	0.4057415942584057
chr1	24000000	25000000	1000000	1	25	400513	0.40051259948740053
chr1	25000000	26000000	1000000	1	26	379008	0.379007620992379
chr1	26000000	27000000	1000000	1	27	370441	0.37044062955937046
chr1	27000000	28000000	1000000	1	28	364821	0.3648206351793648
chr1	28000000	29000000	1000000	1	29	363416	0.36341563658436343
chr1	29000000	30000000	1000000	1	30	366182	0.36618163381836616
chr1	30000000	31000000	1000000	1	31	390700	0.3906996093003907
chr1	31000000	32000000	1000000	1	32	386036	0.386035613964386
chr1	32000000	33000000	1000000	1	33	379415	0.3794146205853794
chr1	33000000	34000000	1000000	1	34	414496	0.4144955855044145
chr1	34000000	35000000	1000000	1	35	450630	0.45062954937045063
chr1	35000000	36000000	1000000	1	36	438480	0.4384795615204385
chr1	36000000	37000000	1000000	1	37	472429	0.4724285275714724
chr1	37000000	38000000	1000000	1	38	448890	0.44888955111044887
chr1	38000000	39000000	1000000	1	39	439255	0.4392545607454393
chr1	39000000	40000000	1000000	1	40	457507	0.4575065424934575
chr1	40000000	41000000	1000000	1	41	433433	0.43343256656743345
chr1	41000000	42000000	1000000	1	42	391571	0.39157060842939156
chr1	42000000	43000000	1000000	1	43	417607	0.4176065823934176
chr1	43000000	44000000	1000000	1	44	426491	0.4264905735094265
chr1	44000000	45000000	1000000	1	45	388585	0.3885846114153886
chr1	45000000	46000000	1000000	1	46	383982	0.383981616018384
chr1	46000000	47000000	1000000	1	47	397630	0.39762960237039763
chr1	47000000	48000000	1000000	1	48	378721	0.3787206212793787
chr1	48000000	49000000	1000000	1	49	370018	0.37001762998237003
chr1	49000000	50000000	1000000	1	50	361798	0.36179763820236177
chr1	50000000	51000000	1000000	1	51	365809	0.36580863419136583
chr1	51000000	52000000	1000000	1	52	407906	0.4079055920944079
chr1	52000000	53000000	1000000	1	53	413994	0.413993586006414
chr1	53000000	54000000	1000000	1	54	399780	0.39977960022039977
chr1	54000000	55000000	1000000	1	55	414162	0.41416158583841417
chr1	55000000	56000000	1000000	1	56	412170	0.4121695878304122
chr1	56000000	57000000	1000000	1	57	390803	0.3908026091973908
chr1	57000000	58000000	1000000	1	58	420645	0.42064457935542066
chr1	58000000	59000000	1000000	1	59	429634	0.42963357036642963
chr1	59000000	60000000	1000000	1	60	425563	0.42556257443742557
chr1	60000000	61000000	1000000	1	61	403263	0.4032625967374033
chr1	61000000	62000000	1000000	1	62	403147	0.40314659685340315
chr1	62000000	63000000	1000000	1	63	413734	0.4137335862664137
chr1	63000000	64000000	1000000	1	64	417403	0.4174025825974174
chr1	64000000	65000000	1000000	1	65	423778	0.4237775762224238
chr1	65000000	66000000	1000000	1	66	398019	0.39801860198139805
chr1	66000000	67000000	1000000	1	67	389415	0.3894146105853894
chr1	67000000	68000000	1000000	1	68	387563	0.38756261243738754
chr1	68000000	69000000	1000000	1	69	361976	0.361975638024362
chr1	69000000	70000000	1000000	1	70	387283	0.3872826127173873
chr1	70000000	71000000	1000000	1	71	381481	0.3814806185193815
chr1	71000000	72000000	1000000	1	72	409318	0.4093175906824093
chr1	72000000	73000000	1000000	1	73	443952	0.44395155604844394
chr1	73000000	74000000	1000000	1	74	434254	0.43425356574643426
chr1	74000000	75000000	1000000	1	75	472765	0.47276452723547274
chr1	75000000	76000000	1000000	1	76	465643	0.46564253435746567
chr1	76000000	77000000	1000000	1	77	401331	0.40133059866940135
chr1	77000000	78000000	1000000	1	78	412219	0.41221858778141224
chr1	78000000	79000000	1000000	1	79	426211	0.42621057378942623
chr1	79000000	80000000	1000000	1	80	412251	0.41225058774941226
chr1	80000000	81000000	1000000	1	81	397546	0.3975456024543976
chr1	81000000	82000000	1000000	1	82	385704	0.3857036142963857
chr1	82000000	83000000	1000000	1	83	421211	0.4212105787894212
chr1	83000000	84000000	1000000	1	84	399585	0.39958460041539956
chr1	84000000	85000000	1000000	1	85	420606	0.4206055793944206
chr1	85000000	86000000	1000000	1	86	423491	0.4234905765094235
chr1	86000000	87000000	1000000	1	87	446761	0.44676055323944674
chr1	87000000	88000000	1000000	1	88	455717	0.4557165442834557
chr1	88000000	89000000	1000000	1	89	452359	0.45235854764145234
chr1	89000000	90000000	1000000	1	90	477848	0.47784752215247783
chr1	90000000	91000000	1000000	1	91	470040	0.47003952996047005
chr1	91000000	92000000	1000000	1	92	476069	0.4760685239314761
chr1	92000000	93000000	1000000	1	93	478975	0.478974521025479
chr1	93000000	94000000	1000000	1	94	464018	0.46401753598246404
chr1	94000000	95000000	1000000	1	95	378204	0.37820362179637823
chr1	95000000	96000000	1000000	1	96	370251	0.37025062974937023
chr1	96000000	97000000	1000000	1	97	374346	0.37434562565437435
chr1	97000000	98000000	1000000	1	98	388745	0.38874461125538873
chr1	98000000	99000000	1000000	1	99	386496	0.3864956135043865
chr1	99000000	100000000	1000000	1	100	377909	0.37790862209137793
chr1	100000000	101000000	1000000	1	101	383841	0.38384061615938386
chr1	101000000	102000000	1000000	1	102	378125	0.3781246218753781
chr1	102000000	103000000	1000000	1	103	381636	0.38163561836438165
chr1	103000000	104000000	1000000	1	104	376749	0.37674862325137676
chr1	104000000	105000000	1000000	1	105	384390	0.38438961561038437
chr1	105000000	106000000	1000000	1	106	415185	0.4151845848154152
chr1	106000000	107000000	1000000	1	107	416255	0.41625458374541624
chr1	107000000	108000000	1000000	1	108	388423	0.38842261157738844
chr1	108000000	109000000	1000000	1	109	367541	0.3675406324593675
chr1	109000000	110000000	1000000	1	110	363681	0.3636806363193637
chr1	110000000	111000000	1000000	1	111	360366	0.36036563963436036
chr1	111000000	112000000	1000000	1	112	369688	0.3696876303123697
chr1	112000000	113000000	1000000	1	113	378783	0.37878262121737877
chr1	113000000	114000000	1000000	1	114	390931	0.3909306090693909
chr1	114000000	115000000	1000000	1	115	379316	0.3793156206843793
chr1	115000000	116000000	1000000	1	116	379063	0.3790626209373791
chr1	116000000	117000000	1000000	1	117	384971	0.38497061502938495
chr1	117000000	118000000	1000000	1	118	390058	0.3900576099423901
chr1	118000000	119000000	1000000	1	119	454493	0.4544925455074545
chr1	119000000	120000000	1000000	1	120	449473	0.4494725505274495
chr1	120000000	121000000	1000000	1	121	454740	0.45473954526045474
chr1	121000000	122000000	1000000	1	122	428904	0.4289035710964289
chr1	122000000	123000000	1000000	1	123	390153	0.39015260984739014
chr1	123000000	124000000	1000000	1	124	379979	0.37997862002138
chr1	124000000	125000000	1000000	1	125	389824	0.38982361017638983
chr1	125000000	126000000	1000000	1	126	429778	0.4297775702224298
chr1	126000000	127000000	1000000	1	127	424951	0.42495057504942496
chr1	127000000	128000000	1000000	1	128	440696	0.4406955593044407
chr1	128000000	129000000	1000000	1	129	426529	0.42652857347142653
chr1	129000000	130000000	1000000	1	130	393053	0.3930526069473931
chr1	130000000	131000000	1000000	1	131	419688	0.4196875803124197
chr1	131000000	132000000	1000000	1	132	452104	0.45210354789645213
chr1	132000000	133000000	1000000	1	133	478389	0.4783885216114784
chr1	133000000	134000000	1000000	1	134	475961	0.475960524039476
chr1	134000000	135000000	1000000	1	135	463505	0.4635045364954635
chr1	135000000	136000000	1000000	1	136	485334	0.48533351466648533
chr1	136000000	137000000	1000000	1	137	451527	0.45152654847345153
chr1	137000000	138000000	1000000	1	138	397117	0.3971166028833971
chr1	138000000	139000000	1000000	1	139	400722	0.40072159927840073
chr1	139000000	140000000	1000000	1	140	383554	0.3835536164463835
chr1	140000000	141000000	1000000	1	141	368722	0.3687216312783687
chr1	141000000	142000000	1000000	1	142	362651	0.36265063734936265
chr1	142000000	143000000	1000000	1	143	366115	0.36611463388536614
chr1	143000000	144000000	1000000	1	144	393795	0.3937946062053938
chr1	144000000	145000000	1000000	1	145	373934	0.3739336260663739
chr1	145000000	146000000	1000000	1	146	365282	0.3652816347183653
chr1	146000000	147000000	1000000	1	147	360191	0.36019063980936017
chr1	147000000	148000000	1000000	1	148	363491	0.3634906365093635
chr1	148000000	149000000	1000000	1	149	365979	0.365978634021366
chr1	149000000	150000000	1000000	1	150	384808	0.3848076151923848
chr1	150000000	151000000	1000000	1	151	398435	0.39843460156539845
chr1	151000000	152000000	1000000	1	152	429008	0.42900757099242903
chr1	152000000	153000000	1000000	1	153	439303	0.4393025606974393
chr1	153000000	154000000	1000000	1	154	444763	0.4447625552374448
chr1	154000000	155000000	1000000	1	155	436571	0.43657056342943656
chr1	155000000	156000000	1000000	1	156	434016	0.434015565984434
chr1	156000000	157000000	1000000	1	157	438404	0.4384035615964384
chr1	157000000	158000000	1000000	1	158	405049	0.40504859495140505
chr1	158000000	159000000	1000000	1	159	413250	0.41324958675041323
chr1	159000000	160000000	1000000	1	160	420291	0.4202905797094203
chr1	160000000	161000000	1000000	1	161	398029	0.39802860197139805
chr1	161000000	162000000	1000000	1	162	411282	0.4112815887184113
chr1	162000000	163000000	1000000	1	163	411360	0.41135958864041133
chr1	163000000	164000000	1000000	1	164	402526	0.40252559747440253
chr1	164000000	165000000	1000000	1	165	426397	0.4263965736034264
chr1	165000000	166000000	1000000	1	166	436285	0.4362845637154363
chr1	166000000	167000000	1000000	1	167	426659	0.42665857334142665
chr1	167000000	168000000	1000000	1	168	445906	0.44590555409444593
chr1	168000000	169000000	1000000	1	169	410772	0.4107715892284108
chr1	169000000	170000000	1000000	1	170	417961	0.41796058203941794
chr1	170000000	171000000	1000000	1	171	444443	0.44444255555744444
chr1	171000000	172000000	1000000	1	172	446650	0.44664955335044665
chr1	172000000	173000000	1000000	1	173	431617	0.4316165683834316
chr1	173000000	174000000	1000000	1	174	389283	0.3892826107173893
chr1	174000000	175000000	1000000	1	175	398683	0.3986826013173987
chr1	175000000	176000000	1000000	1	176	414819	0.41481858518141485
chr1	176000000	177000000	1000000	1	177	406576	0.4065755934244066
chr1	177000000	178000000	1000000	1	178	421853	0.42185257814742183
chr1	178000000	179000000	1000000	1	179	444823	0.44482255517744484
chr1	179000000	180000000	1000000	1	180	429222	0.4292215707784292
chr1	180000000	181000000	1000000	1	181	467938	0.46793753206246796
chr1	181000000	182000000	1000000	1	182	446928	0.4469275530724469
chr1	182000000	183000000	1000000	1	183	458544	0.45854354145645854
chr1	183000000	184000000	1000000	1	184	436504	0.4365035634964365
chr1	184000000	185000000	1000000	1	185	444134	0.44413355586644415
chr1	185000000	186000000	1000000	1	186	428323	0.4283225716774283
chr1	186000000	187000000	1000000	1	187	426414	0.4264135735864264
chr1	187000000	188000000	1000000	1	188	431706	0.4317055682944317
chr1	188000000	189000000	1000000	1	189	424716	0.4247155752844247
chr1	189000000	190000000	1000000	1	190	454939	0.4549385450614549
chr1	190000000	191000000	1000000	1	191	465648	0.46564753435246564
chr1	191000000	192000000	1000000	1	192	457179	0.4571785428214572
chr1	192000000	193000000	1000000	1	193	449009	0.449008550991449
chr1	193000000	194000000	1000000	1	194	425684	0.4256835743164257
chr1	194000000	195000000	1000000	1	195	409179	0.40917859082140917
chr1	195000000	195154279	154279	1	196	23548	0.15263157894736842
chr2	1	1000000	999999	2	197	0	0.0
chr2	1000000	2000000	1000000	2	198	0	0.0
chr2	2000000	3000000	1000000	2	199	0	0.0
chr2	3000000	4000000	1000000	2	200	408139	0.40813859186140816
chr2	4000000	5000000	1000000	2	201	442557	0.4425565574434426
chr2	5000000	6000000	1000000	2	202	440843	0.44084255915744086
chr2	6000000	7000000	1000000	2	203	425318	0.4253175746824253
chr2	7000000	8000000	1000000	2	204	391563	0.39156260843739155
chr2	8000000	9000000	1000000	2	205	377907	0.3779066220933779
chr2	9000000	10000000	1000000	2	206	410333	0.4103325896674103
chr2	10000000	11000000	1000000	2	207	424103	0.4241025758974241
chr2	11000000	12000000	1000000	2	208	430005	0.43000456999543
chr2	12000000	13000000	1000000	2	209	398338	0.39833760166239834
chr2	13000000	14000000	1000000	2	210	406442	0.4064415935584064
chr2	14000000	15000000	1000000	2	211	400082	0.4000815999184001
chr2	15000000	16000000	1000000	2	212	382775	0.38277461722538275
chr2	16000000	17000000	1000000	2	213	383539	0.38353861646138354
chr2	17000000	18000000	1000000	2	214	408787	0.40878659121340877
chr2	18000000	19000000	1000000	2	215	414351	0.41435058564941435
chr2	19000000	20000000	1000000	2	216	415654	0.41565358434641564
chr2	20000000	21000000	1000000	2	217	415354	0.41535358464641536
chr2	21000000	22000000	1000000	2	218	405903	0.4059025940974059
chr2	22000000	23000000	1000000	2	219	401691	0.4016905983094017
chr2	23000000	24000000	1000000	2	220	386028	0.38602761397238605
chr2	24000000	25000000	1000000	2	221	444734	0.44473355526644476
chr2	25000000	26000000	1000000	2	222	498171	0.4981705018294982
chr2	26000000	27000000	1000000	2	223	489648	0.48964751035248966
chr2	27000000	28000000	1000000	2	224	505796	0.5057954942045058
chr2	28000000	29000000	1000000	2	225	489294	0.4892935107064893
chr2	29000000	30000000	1000000	2	226	482071	0.4820705179294821
chr2	30000000	31000000	1000000	2	227	502511	0.5025104974895025
chr2	31000000	32000000	1000000	2	228	500314	0.5003134996865003
chr2	32000000	33000000	1000000	2	229	499704	0.4997035002964997
chr2	33000000	34000000	1000000	2	230	485201	0.4852005147994852
chr2	34000000	35000000	1000000	2	231	436308	0.4363075636924363
chr2	35000000	36000000	1000000	2	232	474625	0.4746245253754746
chr2	36000000	37000000	1000000	2	233	401275	0.4012745987254013
chr2	37000000	38000000	1000000	2	234	412397	0.4123965876034124
chr2	38000000	39000000	1000000	2	235	437392	0.43739156260843737
chr2	39000000	40000000	1000000	2	236	388147	0.38814661185338817
chr2	40000000	41000000	1000000	2	237	366222	0.3662216337783662
chr2	41000000	42000000	1000000	2	238	367385	0.36738463261536736
chr2	42000000	43000000	1000000	2	239	365321	0.3653206346793653
chr2	43000000	44000000	1000000	2	240	379699	0.3796986203013797
chr2	44000000	45000000	1000000	2	241	391082	0.39108160891839105
chr2	45000000	46000000	1000000	2	242	383499	0.3834986165013835
chr2	46000000	47000000	1000000	2	243	370172	0.37017162982837015
chr2	47000000	48000000	1000000	2	244	372155	0.3721546278453722
chr2	48000000	49000000	1000000	2	245	385937	0.3859366140633859
chr2	49000000	50000000	1000000	2	246	419177	0.4191765808234192
chr2	50000000	51000000	1000000	2	247	406043	0.40604259395740605
chr2	51000000	52000000	1000000	2	248	412832	0.41283158716841284
chr2	52000000	53000000	1000000	2	249	424463	0.42446257553742445
chr2	53000000	54000000	1000000	2	250	386313	0.3863126136873863
chr2	54000000	55000000	1000000	2	251	371559	0.37155862844137155
chr2	55000000	56000000	1000000	2	252	372596	0.3725956274043726
chr2	56000000	57000000	1000000	2	253	375904	0.3759036240963759
chr2	57000000	58000000	1000000	2	254	398849	0.39884860115139886
chr2	58000000	59000000	1000000	2	255	416032	0.41603158396841605
chr2	59000000	60000000	1000000	2	256	434820	0.4348195651804348
chr2	60000000	61000000	1000000	2	257	420647	0.42064657935342065
chr2	61000000	62000000	1000000	2	258	390145	0.3901446098553901
chr2	62000000	63000000	1000000	2	259	378696	0.37869562130437867
chr2	63000000	64000000	1000000	2	260	377006	0.377005622994377
chr2	64000000	65000000	1000000	2	261	387807	0.3878066121933878
chr2	65000000	66000000	1000000	2	262	401834	0.40183359816640185
chr2	66000000	67000000	1000000	2	263	380695	0.3806946193053807
chr2	67000000	68000000	1000000	2	264	382980	0.38297961702038297
chr2	68000000	69000000	1000000	2	265	417779	0.4177785822214178
chr2	69000000	70000000	1000000	2	266	418564	0.4185635814364186
chr2	70000000	71000000	1000000	2	267	433203	0.4332025667974332
chr2	71000000	72000000	1000000	2	268	437458	0.43745756254243745
chr2	72000000	73000000	1000000	2	269	431138	0.43113756886243115
chr2	73000000	74000000	1000000	2	270	422495	0.4224945775054225
chr2	74000000	75000000	1000000	2	271	421388	0.4213875786124214
chr2	75000000	76000000	1000000	2	272	424423	0.4244225755774244
